crop_name,image_url,dominant_color
두우각,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
둥글레잎,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
드라세나,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
드럼스틱,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
들깨,https://static.farmmorning.com/crop/20230725/common_ic_perilla.png,#ca9264
등골나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
등나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
디기탈리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
디디스커스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
디스키디아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
디스텔,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
디지고데카,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
디펜바키아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
딸기,https://static.farmmorning.com/crop/20230725/common_ic_strawberry.png,#fe3872
라그라스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
라넌큐라스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
라넌큘러스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
라벤더,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
라이스플라워,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
라일락,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
락스퍼,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
레드베리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
레몬,https://static.farmmorning.com/crop/20230725/common_ic_lemon.png,#f7d117
레인보우,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
로단세,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
로벨리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
로자,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
로즈마리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
루드베키아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
루피너스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
리시안사스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
리아트리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
리코리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
마,https://static.farmmorning.com/crop/20230725/common_ic_cassava.png,#773f39
마가렛,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
마가목,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
마늘,https://static.farmmorning.com/crop/20230725/common_ic_garlic.png,#ffd9cc
마도리카리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
마란타,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
마삭줄,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
마스데발리야,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
만년청,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
말채나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
망고,https://static.farmmorning.com/crop/20230725/common_ic_mango.png,#fbb401
매발톱,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
매실,https://static.farmmorning.com/crop/20230725/common_ic_japanese-apricot.png,#8bd86d
매화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
맥문동,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
맨드라미,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
메리골드,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
멕시칸세이지,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
명자란,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
모나르다,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
모날다,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
모르세라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
목련,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
목화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
몬스테라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
무궁화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
무스카리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
물망초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
미니볼,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
미리오그라다스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
미모사,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
밀토니야,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
반다,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
밥티시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
배,https://static.farmmorning.com/crop/20230725/common_ic_asian-pear.png,#eba208
배추,https://static.farmmorning.com/crop/20230725/common_ic_cabbage.png,#62e397
백야,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
백일홍,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
백합,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
버들나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
버베나,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
범부채,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
범의꼬리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
베고니아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
베로니카,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
벼,https://static.farmmorning.com/crop/20230725/common_ic_grain.png,#f7c666
병솔꽃나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
보리사초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
복분자,https://static.farmmorning.com/crop/20230725/common_ic_mulberry.png,#db233b
복숭아,https://static.farmmorning.com/crop/20230725/common_ic_peach.png,#fe99cb
봉선화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
부겐빌레아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
부들,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
부추,https://static.farmmorning.com/crop/20230725/common_ic_chives.png,#1fa25e
부프리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
분꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
불로초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
붓꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
붓순나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
뷰티밀러,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
브라시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
브로콜리,https://static.farmmorning.com/crop/20230725/common_ic_broccoli.png,#4dd692
브바르디아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
블랙베리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
블루베리,https://static.farmmorning.com/crop/20230725/common_ic_blueberry.png,#2c4cf7
비덴스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
비부리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
비올라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
비트,https://static.farmmorning.com/crop/20230725/common_ic_beet.png,#d22d9a
뽀삐,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
사과,https://static.farmmorning.com/crop/20230725/common_ic_apple.png,#e03748
사루비아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
사철나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
사포나리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
산더소니아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
산세베리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
상추,https://static.farmmorning.com/crop/20230725/common_ic_lettuce.png,#51cd77
색동호박,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
샐릭스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
생강,https://static.farmmorning.com/crop/20230725/common_ic_ginger.png,#e4a813
석무초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
석죽,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
선인장,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
설유화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
센토레아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
셀륨,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
소리다스터,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
소재,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
소철,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
속새,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
솔리다고,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
솔리다스터,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
수국,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
수레국,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
수련,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
수박,https://static.farmmorning.com/crop/20230725/common_ic_watermelon.png,#de425c
수선,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
수세미,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
수수,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스노우베리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스마일낙스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스모그트리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스위트피,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스카비오사,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스킨답서스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스타티스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스테파노티스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스토크,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스톡크,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스파락시스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
스파티필럼,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
시금치,https://static.farmmorning.com/crop/20230725/common_ic_spinach.png,#0aa67b
시네라리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
시넨시스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
시레네,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
시클라멘,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
신지매,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
심비디움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
심포리카르포스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
심포리카포스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
싱고니움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아가판서스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아게라덤,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아그로템마,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아글라오네마,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아나나스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아네모네,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아데니움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아디안텀,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아로니아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아르메리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아마릴리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아미초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아부틸론,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아스그레피아스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아스트란시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아스틸베,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아스파라거스,https://static.farmmorning.com/crop/20230725/common_ic_asparagus.png,#19c26f
아이리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아이비,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아이스플랜트,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아카시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아코니톰,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아킬레아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아트리플랙스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
아티쵸크,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
안개꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
안스리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
안시리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
알로에,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
알로카시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
알리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
알스트로메리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
암,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
앙그레컴,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
애니고잔소스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
애플민트,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
야생화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
야자,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
양란,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
양배추,https://static.farmmorning.com/crop/20230725/common_ic_yangbaechu.png,#2eda79
양파,https://static.farmmorning.com/crop/20230725/common_ic_onion.png,#feb676
억새,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
엄나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
엉겅퀴,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
에렌지움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
에리카,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
에키네시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
에키놉스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
여우얼굴,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
여주,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
연꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
연밥,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
열매,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
엽란,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
오가피,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
오니소갈럼,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
오디,https://static.farmmorning.com/crop/20230725/common_ic_mulberry.png,#db233b
오렌지,https://static.farmmorning.com/crop/20230725/common_ic_orange.png,#fa750e
오색고추,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
오이,https://static.farmmorning.com/crop/20230725/common_ic_cucumber.png,#1b9e88
오이초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
옥살리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
옥수수,https://static.farmmorning.com/crop/20230725/common_ic_corn.png,#36c960
옥시페탈륨,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
옥잠화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
온시디움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
올리브옥,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
왁스플라워,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
용담,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
유도화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
유스가스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
유칼립투스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
유포로비아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
은사철,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
은엽,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
이끼시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
이베리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
이소토마,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
익소라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
익시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
인삼,https://static.farmmorning.com/crop/20230725/common_ic_ginseng.png,#1c9b63
일일초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
임파티엔스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
잎새,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
잎안개,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
자금우,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
자두,https://static.farmmorning.com/crop/20230725/common_ic_plum.png,#e1364b
작살나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
작약,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
잔디,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
잣,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
장미,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
쟈스민,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
절화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
제라늄,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
제브리나,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
조팝,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
쥐똥나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
진달래,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
참깨,https://static.farmmorning.com/crop/20230725/common_ic_sesame.png,#bab08a
참다래(키위),https://static.farmmorning.com/crop/20230725/common_ic_kiwi.png,#1dc55f
참외,https://static.farmmorning.com/crop/20230725/common_ic_oriental-melon.png,#feea8c
창출,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
창포,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
채송화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
천일홍,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
천조초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#39cf69
