crop_name,image_url,dominant_color
담쟁이,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
당근,https://static.farmmorning.com/crop/20230725/common_ic_carrot.png,#010100
대추,https://static.farmmorning.com/crop/20230725/common_ic_jujube.png,#010101
대파,https://static.farmmorning.com/crop/20230725/common_ic_leek.png,#000100
데이지,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
덴드로비움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
덴파레,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
델피늄,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
델피니움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
도라지,https://static.farmmorning.com/crop/20230725/common_ic_bellflower-root.png,#000000
돈나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
동백,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
동백나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
동양란,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
동양심비,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
두릅나무,https://static.farmmorning.com/crop/20230725/common_ic_aralia-elata.png,#000100
두메,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
두우각,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
둥글레잎,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
드라세나,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
드럼스틱,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
들깨,https://static.farmmorning.com/crop/20230725/common_ic_perilla.png,#010101
등골나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
등나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
디기탈리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
디디스커스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
디스키디아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
디스텔,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
디지고데카,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
디펜바키아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
딸기,https://static.farmmorning.com/crop/20230725/common_ic_strawberry.png,#000000
라그라스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
라넌큐라스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
라넌큘러스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
라벤더,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
라이스플라워,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
라일락,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
락스퍼,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
레드베리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
레몬,https://static.farmmorning.com/crop/20230725/common_ic_lemon.png,#000100
레인보우,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
로단세,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
로벨리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
로자,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
로즈마리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
루드베키아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
루피너스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
리시안사스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
리아트리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
리코리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
마,https://static.farmmorning.com/crop/20230725/common_ic_cassava.png,#000000
마가렛,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
마가목,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
마늘,https://static.farmmorning.com/crop/20230725/common_ic_garlic.png,#000000
마도리카리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
마란타,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
마삭줄,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
마스데발리야,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
만년청,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
말채나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
망고,https://static.farmmorning.com/crop/20230725/common_ic_mango.png,#000000
매발톱,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
매실,https://static.farmmorning.com/crop/20230725/common_ic_japanese-apricot.png,#000100
매화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
맥문동,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
맨드라미,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
메리골드,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
멕시칸세이지,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
명자란,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
모나르다,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
모날다,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
모르세라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
목련,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
목화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
몬스테라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
무궁화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
무스카리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
물망초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
미니볼,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
미리오그라다스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
미모사,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
밀토니야,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
반다,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
밥티시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
배,https://static.farmmorning.com/crop/20230725/common_ic_asian-pear.png,#010100
배추,https://static.farmmorning.com/crop/20230725/common_ic_cabbage.png,#000101
백야,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
백일홍,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
백합,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
버들나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
버베나,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
범부채,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
범의꼬리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
베고니아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
베로니카,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
벼,https://static.farmmorning.com/crop/20230725/common_ic_grain.png,#010101
병솔꽃나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
보리사초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
복분자,https://static.farmmorning.com/crop/20230725/common_ic_mulberry.png,#010100
복숭아,https://static.farmmorning.com/crop/20230725/common_ic_peach.png,#010101
봉선화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
부겐빌레아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
부들,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
부추,https://static.farmmorning.com/crop/20230725/common_ic_chives.png,#000100
부프리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
분꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
불로초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
붓꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
붓순나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
뷰티밀러,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
브라시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
브로콜리,https://static.farmmorning.com/crop/20230725/common_ic_broccoli.png,#000101
브바르디아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
블랙베리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
블루베리,https://static.farmmorning.com/crop/20230725/common_ic_blueberry.png,#000101
비덴스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
비부리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
비올라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
비트,https://static.farmmorning.com/crop/20230725/common_ic_beet.png,#010101
뽀삐,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
사과,https://static.farmmorning.com/crop/20230725/common_ic_apple.png,#020101
사루비아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
사철나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
사포나리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
산더소니아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
산세베리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
상추,https://static.farmmorning.com/crop/20230725/common_ic_lettuce.png,#010000
색동호박,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
샐릭스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
생강,https://static.farmmorning.com/crop/20230725/common_ic_ginger.png,#000000
석무초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
석죽,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
선인장,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
설유화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
센토레아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
셀륨,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
소리다스터,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
소재,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
소철,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
속새,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
솔리다고,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
솔리다스터,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
수국,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
수레국,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
수련,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
수박,https://static.farmmorning.com/crop/20230725/common_ic_watermelon.png,#030202
수선,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
수세미,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
수수,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스노우베리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스마일낙스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스모그트리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스위트피,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스카비오사,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스킨답서스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스타티스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스테파노티스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스토크,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스톡크,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스파락시스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
스파티필럼,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
시금치,https://static.farmmorning.com/crop/20230725/common_ic_spinach.png,#000101
시네라리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
시넨시스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
시레네,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
시클라멘,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
신지매,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
심비디움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
심포리카르포스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
심포리카포스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
싱고니움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아가판서스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아게라덤,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아그로템마,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아글라오네마,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아나나스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아네모네,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아데니움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아디안텀,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아로니아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아르메리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아마릴리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아미초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아부틸론,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아스그레피아스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아스트란시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아스틸베,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아스파라거스,https://static.farmmorning.com/crop/20230725/common_ic_asparagus.png,#000100
아이리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아이비,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아이스플랜트,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아카시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아코니톰,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아킬레아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아트리플랙스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
아티쵸크,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
안개꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
안스리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
안시리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
알로에,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
알로카시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
알리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
알스트로메리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
암,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
앙그레컴,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
애니고잔소스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
애플민트,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
야생화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
야자,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
양란,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
양배추,https://static.farmmorning.com/crop/20230725/common_ic_yangbaechu.png,#020201
양파,https://static.farmmorning.com/crop/20230725/common_ic_onion.png,#010100
억새,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
엄나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
엉겅퀴,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
에렌지움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
에리카,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
에키네시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
에키놉스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
여우얼굴,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
여주,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
연꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
연밥,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
열매,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
엽란,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
오가피,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
오니소갈럼,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
오디,https://static.farmmorning.com/crop/20230725/common_ic_mulberry.png,#010100
오렌지,https://static.farmmorning.com/crop/20230725/common_ic_orange.png,#010100
오색고추,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
오이,https://static.farmmorning.com/crop/20230725/common_ic_cucumber.png,#000000
오이초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
옥살리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
옥수수,https://static.farmmorning.com/crop/20230725/common_ic_corn.png,#010100
옥시페탈륨,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
옥잠화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
온시디움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
올리브옥,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
왁스플라워,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
용담,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
유도화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
유스가스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
유칼립투스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
유포로비아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
은사철,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
은엽,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
이끼시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
이베리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
이소토마,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
익소라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
익시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
인삼,https://static.farmmorning.com/crop/20230725/common_ic_ginseng.png,#010101
일일초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
임파티엔스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
잎새,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
잎안개,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
자금우,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
자두,https://static.farmmorning.com/crop/20230725/common_ic_plum.png,#010100
작살나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
작약,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
잔디,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
잣,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
장미,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
쟈스민,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
절화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
제라늄,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
제브리나,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
조팝,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
쥐똥나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
진달래,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
참깨,https://static.farmmorning.com/crop/20230725/common_ic_sesame.png,#010101
참다래(키위),https://static.farmmorning.com/crop/20230725/common_ic_kiwi.png,#010201
참외,https://static.farmmorning.com/crop/20230725/common_ic_oriental-melon.png,#000000
창출,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
창포,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
채송화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
천일홍,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
천조초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
철쭉,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
청지목,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
체리,https://static.farmmorning.com/crop/20230725/common_ic_cherry.png,#010101
취상,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
측백,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
층꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
치자,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
카네이션,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
카랑코에,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
카틀레야,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
칸나,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
칼라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
칼라디움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
칼랑코에,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
칼세오라리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
캄파눌라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
캐모마일,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
